-0.452719933,-0.018212791,2
-0.169793292,1.073745448,1
1.128729087,-2.395042358,6
0.12250626,-0.973069018,1
-0.409199784,0.129649107,2
0.476229269,-0.048147485,2
0.263024508,-0.309155049,2
-0.478359788,0.103753669,2
-0.97888677,-0.092692087,1
0.271594648,-0.255832083,2
-0.22493937,-0.883275718,1
-0.199669627,1.059297247,1
-0.046037101,0.419817866,2
1.190573172,-0.120368713,1
0.281377858,0.177793917,2
-0.44089016,-0.078270111,2
-0.370360607,-0.785791442,1
-0.089722918,-2.898696058,4
-0.793370652,-1.998877175,3
0.513921363,-0.918111962,1
-0.220031118,0.935135185,1
1.046334691,-2.312652479,6
0.821963371,-0.457753151,1
0.948430188,0.624660286,1
0.000227599,-0.922520719,1
-0.183158587,0.930723685,1
-0.289102157,-0.314310039,2
-0.235789518,0.301374797,2
0.937522429,-0.474724585,1
0.341140291,0.147047375,2
-0.282713554,-0.233965046,2
-0.394703045,0.10493358,2
-0.703810395,0.547492492,1
-0.830439858,-2.201985513,3
-0.934517998,0.404302674,1
0.269224448,0.235351211,2
0.202776661,-0.341324455,2
-1.051352107,-2.197266336,3
0.328785349,-0.18310126,2
-0.046043538,-1.82335572,3
-0.34383194,0.197772936,2
0.143503585,-0.323966549,2
-0.858463241,-0.401678137,1
-1.454759278,-2.852506094,4
-0.255232984,-0.304973791,2
0.301491284,-0.184575144,2
-0.047984196,-0.414164291,2
0.112673662,-0.419609863,2
-0.423679318,0.848937441,1
-0.518912398,-2.026546577,3
-0.604993735,-1.873602629,5
-0.89969441,-1.968725628,3
-0.135568935,0.364885521,2
-1.377274454,0.082048862,5
-0.346221734,-0.102273129,2
0.340400115,0.273289518,2
-0.403285969,-3.083458532,5
-0.898876083,0.062298191,1
-1.131799833,-0.045531977,1
-1.394666064,-1.950340898,3
-0.509705899,-2.055663076,3
0.457406963,0.147277817,2
-0.340150603,0.189270331,2
-0.938804507,-2.175714798,3
0.155349149,0.437994597,2
-0.605162305,-0.687107736,1
0.406328636,-0.102937761,2
-0.968406056,0.298019353,1
0.981271443,-2.468305559,6
-1.004780093,-0.704570429,5
-0.460301567,-0.858997793,1
-0.901185157,0.33470859,1
-0.146515824,-0.397007584,2
-1.02299946,0.324122768,1
1.044727015,-2.609877841,6
-0.229132058,-2.828918078,4
-0.017696304,-0.411547434,2
0.969337788,-2.559469312,6
-0.343551305,-3.036322504,4
0.348097244,-0.106036982,2
-0.242498372,-1.050332756,1
0.366116065,0.076757089,2
-0.266864193,-0.371160818,2
-0.028267334,-1.976689045,3
0.786717304,-0.517424356,1
-0.907012196,-0.068789037,5
0.703444646,0.444484793,1
-0.358949221,-2.815978951,4
-0.200267571,0.345362583,2
-0.355759913,0.103565149,2
-1.059194343,-2.997660356,4
-0.667160482,-0.927902046,1
0.598386116,-0.832175698,1
-0.280869551,-2.987375908,4
-0.343843149,0.232358134,2
-0.310202277,0.318630336,2
0.034553846,-0.705047368,1
-0.979036884,-2.829052793,4
0.323745865,0.219107693,2
0.655787359,-0.814389553,1
-0.775505693,0.796575839,1
-0.032607398,-2.067545415,3
1.01268307,-2.45786932,6
-0.042707328,-3.053221809,4
1.014422429,0.483978804,1
0.990277384,0.766065957,1
0.608103373,-0.215902722,5
-0.370999046,-0.240586285,2
-1.442145501,-2.981692133,4
-1.031110945,-3.071730198,4
0.521892093,-0.902466732,1
-0.22148739,-0.919131896,1
-0.314213174,0.285367388,2
-0.05615558,1.193026311,1
-0.213222835,-0.378034324,2
0.277577002,0.942971744,1
-0.953450886,-0.431952353,1
0.935075807,0.098250366,1
-0.257333978,-0.331789688,2
0.283607664,-0.313369899,2
-1.1022254,-0.195675277,1
0.918427808,-0.310317717,1
0.687953842,0.843943032,1
-1.016748678,-0.253194711,1
1.130341763,-2.688268646,6
0.782162325,-0.066954732,1
-1.479064184,-2.017512462,3
-0.089975748,-0.353310287,2
-0.230552101,-3.034741873,4
0.312840852,-1.069037317,5
-0.349802082,-0.893318737,1
0.029970497,-0.886250974,1
-1.047621138,0.118543573,1
0.757778941,-0.842400217,1
-0.071484473,-1.79208984,3
0.208756837,-0.360986693,2
-0.096999349,-0.420133102,2
0.801917625,0.445561854,1
-1.473308362,-2.051994686,3
-0.030424636,-3.128943804,4
0.645298875,-2.437964565,5
-0.329789939,-0.132987934,2
1.121930841,-2.619053978,6
0.215845788,0.356155111,2
-0.155103586,0.436004821,2
0.436047615,-0.11838378,2
0.746526999,-0.154390984,1
-0.40230265,-3.067764464,4
0.205568545,-0.367244785,2
0.412096181,0.032170896,2
0.300466601,-0.322624609,2
-0.622733064,-2.182290027,3
1.090119039,-0.29595945,1
-0.844961066,-0.517983262,1
0.02044512,1.148916982,1
-0.398277707,1.064499322,1
0.150713695,-0.89982065,1
-0.079124801,-1.931726254,3
-0.61241961,0.69478755,1
0.32076705,0.178224741,2
-0.881140153,-0.011888759,1
-0.335574108,-0.163191614,2
1.342191375,-1.584517812,5
-0.459383795,-0.795522779,1
-0.020780419,0.164805239,5
-1.288896325,-3.040275905,4
