-0.452719933,-0.018212791
-0.169793292,1.073745448
1.128729087,-2.395042358
0.12250626,-0.973069018
-0.409199784,0.129649107
0.476229269,-0.048147485
0.263024508,-0.309155049
-0.478359788,0.103753669
-0.97888677,-0.092692087
0.271594648,-0.255832083
-0.22493937,-0.883275718
-0.199669627,1.059297247
-0.046037101,0.419817866
1.190573172,-0.120368713
0.281377858,0.177793917
-0.44089016,-0.078270111
-0.370360607,-0.785791442
-0.089722918,-2.898696058
-0.793370652,-1.998877175
0.513921363,-0.918111962
-0.220031118,0.935135185
1.046334691,-2.312652479
0.821963371,-0.457753151
0.948430188,0.624660286
0.000227599,-0.922520719
-0.183158587,0.930723685
-0.289102157,-0.314310039
-0.235789518,0.301374797
0.937522429,-0.474724585
0.341140291,0.147047375
-0.282713554,-0.233965046
-0.394703045,0.10493358
-0.703810395,0.547492492
-0.830439858,-2.201985513
-0.934517998,0.404302674
0.269224448,0.235351211
0.202776661,-0.341324455
-1.051352107,-2.197266336
0.328785349,-0.18310126
-0.046043538,-1.82335572
-0.34383194,0.197772936
0.143503585,-0.323966549
-0.858463241,-0.401678137
-1.454759278,-2.852506094
-0.255232984,-0.304973791
0.301491284,-0.184575144
-0.047984196,-0.414164291
0.112673662,-0.419609863
-0.423679318,0.848937441
-0.518912398,-2.026546577
-0.604993735,-1.873602629
-0.89969441,-1.968725628
-0.135568935,0.364885521
-1.377274454,0.082048862
-0.346221734,-0.102273129
0.340400115,0.273289518
-0.403285969,-3.083458532
-0.898876083,0.062298191
-1.131799833,-0.045531977
-1.394666064,-1.950340898
-0.509705899,-2.055663076
0.457406963,0.147277817
-0.340150603,0.189270331
-0.938804507,-2.175714798
0.155349149,0.437994597
-0.605162305,-0.687107736
0.406328636,-0.102937761
-0.968406056,0.298019353
0.981271443,-2.468305559
-1.004780093,-0.704570429
-0.460301567,-0.858997793
-0.901185157,0.33470859
-0.146515824,-0.397007584
-1.02299946,0.324122768
1.044727015,-2.609877841
-0.229132058,-2.828918078
-0.017696304,-0.411547434
0.969337788,-2.559469312
-0.343551305,-3.036322504
0.348097244,-0.106036982
-0.242498372,-1.050332756
0.366116065,0.076757089
-0.266864193,-0.371160818
-0.028267334,-1.976689045
0.786717304,-0.517424356
-0.907012196,-0.068789037
0.703444646,0.444484793
-0.358949221,-2.815978951
-0.200267571,0.345362583
-0.355759913,0.103565149
-1.059194343,-2.997660356
-0.667160482,-0.927902046
0.598386116,-0.832175698
-0.280869551,-2.987375908
-0.343843149,0.232358134
-0.310202277,0.318630336
0.034553846,-0.705047368
-0.979036884,-2.829052793
0.323745865,0.219107693
0.655787359,-0.814389553
-0.775505693,0.796575839
-0.032607398,-2.067545415
1.01268307,-2.45786932
-0.042707328,-3.053221809
1.014422429,0.483978804
0.990277384,0.766065957
0.608103373,-0.215902722
-0.370999046,-0.240586285
-1.442145501,-2.981692133
-1.031110945,-3.071730198
0.521892093,-0.902466732
-0.22148739,-0.919131896
-0.314213174,0.285367388
-0.05615558,1.193026311
-0.213222835,-0.378034324
0.277577002,0.942971744
-0.953450886,-0.431952353
0.935075807,0.098250366
-0.257333978,-0.331789688
0.283607664,-0.313369899
-1.1022254,-0.195675277
0.918427808,-0.310317717
0.687953842,0.843943032
-1.016748678,-0.253194711
1.130341763,-2.688268646
0.782162325,-0.066954732
-1.479064184,-2.017512462
-0.089975748,-0.353310287
-0.230552101,-3.034741873
0.312840852,-1.069037317
-0.349802082,-0.893318737
0.029970497,-0.886250974
-1.047621138,0.118543573
0.757778941,-0.842400217
-0.071484473,-1.79208984
0.208756837,-0.360986693
